id,author,updated_time,device,spent,stars,contents,ups,downs
24405065,奥里,1619477730,华为 Mate 30 5G,94662,1,玩了五六年了吧，初中玩到现在2016入坑，高三，s21最高91巅峰2343（非赛末最后一个月的），省二老夫子省三（亚瑟，2020年2月国五没拿到，当时的版本可以洗标，结果省一洗成了省三那也是我巅峰全国排名最高的时候1800多全国674）省十公孙离省十三芈月，一共9金15银超过三分之一的英雄有标，绝大部分英雄都会玩，s21之前打的，那时分低，但比现的含金量高点，从前年开始出一个皮肤砸一个，除了武则天的典藏，今年李白的砸了个保底，两个典藏，这几年花了2万，我一个学生党哪来这么多，很简单，一半自己省的零花钱，另一半，没事就打打低星局低星荣耀局的单挣点皮肤钱，我经常在qq看点的评论看到有人说荣耀有手就行，说实话，真的是有手就行，三五排更简单，尤其是上不去荣耀的话可以赛末努力一下，简单很多，70星到20星没区别，整个排位赛如今都看不出实力，看巅峰才有用，我个人认为的分析，1600之下一个段，2000到1600一个段，2000-2200一个段，2200-2400一个段，再往上我也不知道了，或许后面都是100分一个天地，毕竟这种游戏的话没有登上过更高的山永远不知道自己有多弱，举个例子，在2016，2017我只是个钻石，当时还没有星耀，钻石直接王者，荣耀是按天梯排名每天结算，当时我觉得能上王者的都是大佬，都是顶级玩家，是的，当时是一个王者放到现在，如果说他一直玩下去的话至少也是2100起步，但是现在的一个几颗星的王者，说实话放在过去真的只能算铂金（s6），这个游戏我是s3入的坑，最开始苹果手机上玩的，玩了几天手机就没了，后来到安卓已是s4了，然后玩到s8退了一年，s13继续玩，也是那一次开始我有了皮肤收集癖，出一个买一个的那种，现在想想有点后悔，一个史诗皮肤我到stm都可以买一个不亚于戴森球计划这个国产之光的游戏（70），我在王者这上面花的钱都可以买280来个吧，stm上热门游戏基本上都能买。至于为什么磕了这么多却玩不下去这个游戏，以前被队友坑了删了不叫退游，因为后面我还会下回来，但当我玩了一些高品质的游戏之后，我发现，我再也无法玩下去这个游戏了。死亡细胞，gta5，荒野大镖客2，戴森球计划，塞尔达传说，上古卷轴5，欧陆风云4，奥日1奥日2等等这些游戏，这些stm的高好评游戏和目前的大众热门游戏不太一样，有兴趣可以去了解下。不知道大家还记不记得的过去的那些英雄，建模海报都丑的廉颇，aaaa11231的刷大机器李白，大招可以移动的马可，那段时间天天改机制的玄策，被动减速的后羿，大招不能移动加护甲超大范围的王昭君（当时贼恶心），至于花木兰宫本等等出名是我就不说了大家都知道，反正下一个宫本就是元歌马超，尤其是马超玩家，啧啧啧，我都不想说什么了。对于大家讨论的无脑英雄，我来说下，我本人特别讨厌无脑法师，甚至喜欢带标明演，当然现在这些都是浮云了，我就不带如个人情绪了，王昭君安琪拉妲己小乔貂蝉火舞，妲己不用说，我赛初巅峰赛一直是紧跟大部队，见都没见过，小乔，偶尔有一点出场率，出来被打爆，野区守不住前期没伤害，在快节奏的高端局里，都是靠野区滚雪球前期打炸三路，一般10分钟都高地或者水晶了，哪会给你机会拖经济，当然这英雄后期还是很恶心，213金身闪现1然后我就不用说了，不过碰上无法被选中的英雄就舒服了。安琪拉，这英雄比小乔好点，至少大招不是无脑四下，这英雄选出来一般是为了高爆发，高端局出场率还是低，王昭君的话纯属半肉工具人搞攻速英雄，打打控制，至于貂蝉，1v1的绝对无赖英雄，本人拿当时12000的公孙离跟一个7000的（低星荣耀）貂蝉打，前期还好后期怎么操作都不如12322222，1000护甲1000以上的法强，或者800魔抗加1000以上的法强我不知道后期哪个英雄打的过更不要说同技术了，巅峰赛的话主要怕控，张良东皇永远滴神，如果碰上个会玩的队友不知道怎么反制，那么就会被22222一直粘，火舞这个英雄我就不说了，比貂蝉还恶心2技能远距离，这个手长的不对劲，还减魔抗，全套控，我玩公孙离老夫子最烦的英雄之一，缺点就是前期不是太强来个嫦娥就舒服了。我自己主玩的几个英雄，老夫子，s20开始玩，开始打出金，s22装大改苍穹不适合老夫子我当时就很难受，不过还是凑合着打完了我的最后一个赛季，在那之前，我老夫子只要到了后期，最低都是1v2，卡红怒无限2，看过夫赖的都知道有多能扛，缺点就是前期难受，蒙恬猪梦琪廉颇等前期绝对克制打不过，我裸末世也得等几分钟。公孙离，我记得是18年春节出的好像，当时是盛世长安版本吧，出来玩了一周退游了，后来我s14回来打了一年才想起我还会这个英雄，我记得是s16还没砍的时候，2技能后摇高，被动还有，附加法术伤害很高，后来狂暴改版，我恰好在打低星王者局没铭文吸血就带了一次狂暴，那时还没削，然后我每局都是1v2，小明太乙加各种连体，不得不说法术吸血加物理吸血真的很能吸，当然狂暴后羿那个版本我打低星局被打懵了两次，然后我等到后羿被削了才继续玩下去的，当时歇了一个月，至于现在，刮痧玩意，射程短，碰上连体被抓就废，还怕控，团战容易死于不明aoe，队友经常问我不上干什么，我不知道怎么回答，真的，玩公孙离一进场就得有暴毙心里，我的马可波罗也有一个万分金，这英雄在我最后一个赛季让我感受到了快乐，他抓我，我2技能跑，回头一梭子加末世再来2平A秒人反杀，公孙离削了之后马可最怕的英雄没了出场率自然高，至于我其他英雄，我的芈月是为夏洛特玩家准备的，去年九月份夏洛特刚出可给我老夫子打的嗷嗷叫，然后我就练了夏洛特杀手，这玩意只有夏洛特玩家知道有多恶心。反正我除了打野都至少有一个金，射手4个，打野位太难了，反正我自己号高端局补位都是抱着不扣信誉的心态打，不过我建议练打野玩赵云，这英雄中低端局很爽，练会了上个2100没问题。还有一些事我也懒得说了，看了一通宵小说也累了，总的来说，英雄无脑的在高端局确实不好过，但这种高操作英雄操作半天苦练半年，不如一扇子谁能好受，唉现在的低星王者段低星荣耀段全是一些什么野王加瑶马可加瑶各种连体或者加蔡文姬的队，一个炸鱼的加一个很菜的女生，大家也都碰到过，我碰到这种人在对面我是一点都不想输的，我玩这游戏的时候也喜欢炸鱼，低星局低星荣耀局，10-60星炸起来最舒服了说实话，没有对局体验感的局就过于无聊了，稍微有点反抗能力还能让我兴奋，对了关于elo机制，大家连胜之后连输都知道吧，我炸鱼的时候也是这样，哪怕是20-2，18-3，这种杀十次死一次的战绩都赢不了，队友明显比这个段位水平要低，对面明显比这个段要强，我自己号巅峰赛也是这样，这种机制确实能保证玩家胜率，但是真的让人很恶心，但如果没这个狗机制，不知道有多少人连个低星荣耀都上不了，好了，还有太多心里话想说，例如皮肤描点这些，我是无所谓，因为玩王者玩出皮肤收集癖了，以及其他方面我玩了这么久想说的话，但是真的该睡觉了，晚安诸位召唤师，最后一句话，百星之下无荣耀，荣耀不到无王者，愿诸位以后都能百星巅峰国标皆在，我的号是安卓q8区的，名字是奥里ori。可以直接复制搜，ori后面有个隐藏符号。,9,0
24405031,温柔,1619476888,OPPO Reno标准版,0,5,游戏很好玩  还有很多好看的皮肤  空闲时间打游戏  真的很放松,0,0
24404804,User110454573,1619467073,,3586,1,拉低智商的游戏拉低素质的游戏就是这样，游戏没有举办系统，唯一一个举办系统不痛不痒，素质低的人肆无忌惮，影响一批又一批人！,0,0
24404666,扬言要杀我,1619463657,华为 荣耀30S,26274,1,说实在，可能是因为我还小，还没理解生活，沉迷游戏，但说真的我因为这游戏跟父母发脾气，我很后悔，我现在觉得多陪陪家人朋友还是最重要的，哈哈&hellip;,0,0
24404556,小高,1619461863,小米Redmi K30,120001,1,腾讯游戏嘛，懂得都懂，除了农药，吃鸡，飞车这种照搬网游模式的，拿得出手的就一个火影格斗了，别人还是因为有日方监修，要是不管的话估计就只能成为火影ol这种坑钱货[doge]骂腾讯有啥新意，我今天教大家怎么做一款腾讯手游！首先咱先看看ip，如果是日本ip，什么妖尾啊，猎人啊，那可太简单了，随便整点回合制或者用咱们有的格斗系统应付一下这群二次元小鬼，反正他们都是冲着角色去玩的，要是流水多就多运营一会。如果是相对没这么火的国产ip，那咱们可不能这么糊弄人家，次时代画质，上世纪玩法（划掉）可得给老板们安排的明明白白的！[吃瓜]1.选完了ip，搞服务器，隔壁网易，米哈游什么臭鱼烂虾，就一两个服，顶天了就十几个服，咱们什么身价？先开两百个！不然怎么照顾新玩家？（噶新韭菜）2.服务器选完了，排行榜得安排上啊，什么决斗场，爬塔，这种竞技玩法越多越好，不然开这么多服务器干嘛？肯定是多给老板们霸榜。而且也给一个服的老板更多的竞争机会[doge]3.各种礼包得安排上啊，最好右上角能全部填满，每天登陆六元首充弹一下，指不定哪天就有新韭菜上当了呢[星星眼]4.如果是开放世界之类的。自动寻路必须给老板安排上啊，哪能让老板浪费时间跑路啊[吃瓜]老板应该用更多时间虐菜！5.那等级是必须要卡你的，也不能太早也不能太晚，30级到40级左右吧？想靠肝超过老板？你想屁吃呢！要么乖乖交钱要么就等着卡一两个月吧！[妙啊]6.如果是相对影响力不大的ip或者&ldquo;原创&rdquo;ip的话，直接照搬现在火的玩法就好了，咱们人多不是？怕你啥的7.基本就差不多啦！接下来活动运营就随意啦，人多的多噶点，人少的考虑噶一波或者稍微多给你点福利，对了，每次活动必须多来点冲榜，绝版称号啥的，老板就喜欢这套！8.qq轰炸式宣传，进来玩就送q币哦！说不定你为了那一俩个Q币进来玩一下就冲六块钱了呢，四舍五入还是我赚[妙啊]你已经学会制作腾讯手游了，马上去试试吧[OK],36,9
24404348,果汁,1619459908,一加手机KB2000,17329,2,这游戏非常棒，从开服玩到现在，很怀念以前的那种感觉。那个时候的安琪拉还不是个会放激光的维克兹，只是个会放熊的安妮。那个时候的猴子是真的会分身。那个时候大乔可以带对面回自家&hellip;&hellip;但是！！自从这次十五连跪后，彻底把我心态搞炸了！这次卸载后要是再重装回来玩，我就当场把这个屏幕给吃掉！我说的！！耶稣也拦不住！！！！,6,3
24404218,红叶枫林~~~,1619457431,华为Nova 4,0,2,真的烦死了，单排总能碰到一群沙雕队友&hellip;&hellip;然后赢一把，输一把！气死！！,0,0
24404157,世玉,1619456854,,5231,4,坦克缺少好用的小件，坦克的小件太贵或者太废，腰带和小斗篷都是一千，合成过成中给的加成又可怜，王者荣耀的边路没有纯粹意义上的扛伤肉坦，很大一部分原因是因为边坦成型慢，装备合成卡手，坦克装的合成永远在跟红绿宝石做斗争，策划应该考虑优化红绿宝石的价格和加成，或者在红绿宝石上新添一个小件，加强坦克在装备合成前的抗揍能力，同时为了削弱马可和加强呆射，可以考虑增加呆射的后期收益（上调暴击上限，延缓游戏节奏，或者降价暴击装什么的），呆射有后期并且收益不错马可自然就弱了（参考s21之前的马可）同时也可以扼制坦克预选排位模式，排之前选好位置（最少两个）进去系统分配位置，分配到啥就玩啥，bp环节三个人抢对抗路这种情况可以得到妥当改善策划过于执着加快版本节奏了，适当放缓并无坏处，许多平衡问题都会伴随着节奏的放缓迎刃而解，马可是策划一步步造出的神，削弱暴击上限，淘汰了一批转线慢成型慢的射手，大量的牛马刺客（元歌关羽马超火舞等等）又挤压了呆射的输出环境，所以马可才受欢迎，马可不强，是其他太弱&hellip;&hellip;,1,0
24404111,S,1619456501,小米Mi 10,0,5,超爱这类游戏，王者里的英雄，皮肤等等都超级喜欢，而且游戏模式丰富，爆赞,0,0
24404031,懿,1619455765,华为Honor 10,69577,1,废物王者，一个赛季比一个赛季难上 elo机制恶心人，宁愿天美工作室上班的人早死两年，生后代残疾脑瘫,0,0
24403987,赵家贤,1619455442,华为GLK-AL00,112625,2,这游戏的匹配机制我希望可以改一下。,0,0
24403822,明朗,1619454296,华为nova 7 5G,0,1,这个游戏的击杀判定是真的蠢，排位匹配机制是真的垃圾，从初中，这个游戏刚出来就开始玩，现在越来越垃圾，皮肤倒是出了一个接一个，真的已经不抱任何希望了，每局比赛都是生气结束的。,2,0
